Internal Name, Readable Name,String
npc_dota_hero_luna,Luna,"With an <ic>Aghanim's Scepter</ic>, <hc>Luna</hc> can cast <ac>Eclipse</ac> on an allied unit or herself and have its effects follow them. She can also cast it in an area."
npc_dota_hero_dragon_knight,Dragon Knight,<hc>Dragon Knight</hc> is strong at pushing towers when he uses his ultimate <ac>Elder Dragon Form</ac>.
npc_dota_hero_dragon_knight,Dragon Knight,<hc>Dragon Knight</hc> is surprisingly difficult to kill in lane because of his increased armor and health regeneration from <ac>Dragon Blood</ac>.
npc_dota_hero_dragon_knight,Dragon Knight,<hc>Dragon Knight</hc> is good at initiating with a <ic>Blink Dagger</ic> and the long stun duration of <ac>Dragon Tail</ac>.
npc_dota_hero_dragon_knight,Dragon Knight,<hc>Dragon Knight</hc>'s ability <ac>Breathe Fire</ac> can be used to farm creep in the laning phase while also damaging enemy heroes and reducing their attack damage.
npc_dota_hero_dazzle,Dazzle,<hc>Dazzle</hc> can keep an ally from dying for a few seconds with <ac>Shallow Grave</ac>.
npc_dota_hero_dazzle,Dazzle,"<hc>Dazzle</hc> is very strong in the laning stage because of his heal, <ac>Shadow Wave</ac>, that also damages nearby enemies."
npc_dota_hero_dazzle,Dazzle,<hc>Dazzle</hc> is great at saving allies but has trouble saving himself if he gets stunned or silenced.
npc_dota_hero_dazzle,Dazzle,<hc>Dazzle</hc> has to stay behind allies to support them or he will be focused first by his enemies.
npc_dota_hero_rattletrap,Clockwerk,<hc>Clockwerk</hc> is a very mobile initiating hero that can scout with <ac>Rocket Flare</ac> and use <ac>Hookshot</ac> to initiate at a moment's notice.
npc_dota_hero_rattletrap,Clockwerk,<hc>Clockwerk</hc> works best when he can trap enemy heroes with him inside his <ac>Power Cogs</ac>.
npc_dota_hero_rattletrap,Clockwerk,<hc>Clockwerk</hc>'s positioning and timing is imperative as he can block escape paths or separate enemy heroes.
npc_dota_hero_rattletrap,Clockwerk,<hc>Clockwerk</hc> most fears an enemy's <ic>Force Staff</ic> because it can be used to push the enemy out of <hc>Clockwerk</hc>'s <ac>Power Cogs</ac>.
npc_dota_hero_leshrac,Leshrac,<hc>Leshrac</hc> has a mix of spells that do terrifying amounts of area of effect damage if he gets close to enemies.
npc_dota_hero_leshrac,Leshrac,<hc>Leshrac</hc> must be close to enemies to output full damage but is fragile without items.
npc_dota_hero_leshrac,Leshrac,<hc>Leshrac</hc> requires heavy mana regen to continue casting his spells.
npc_dota_hero_leshrac,Leshrac,"<hc>Leshrac</hc>'s ability <ac>Diabolic Edict</ac> can hit towers, making <hc>Leshrac</hc> a fast tower pusher if uncontested."
npc_dota_hero_leshrac,Leshrac,<hc>Leshrac</hc>'s ability to cast a large number of area of effect spells makes him very useful against illusion based heroes.
npc_dota_hero_furion,Nature's Prophet,<hc>Nature's Prophet</hc> is good at assististing with ganks using <ac>Teleportation</ac>.
npc_dota_hero_furion,Nature's Prophet,"<hc>Nature's Prophet</hc> can has many playstyles, but is best known for his ability to push towers."
npc_dota_hero_furion,Nature's Prophet,<hc>Nature's Prophet</hc> works best by using <ac>Teleportation</ac> to arrive at undefended towers and force his enemies to react to his presence.
npc_dota_hero_furion,Nature's Prophet,"<hc>Nature's Prophet</hc> spends much of his downtime killing creeps, which allows him to bring powerful items to ganks and fights."
npc_dota_hero_life_stealer,Lifestealer,"<hc>Lifestealer</hc> outputs large amounts of damage, but is also difficult to kill since his abilities are good at keeping him alive."
npc_dota_hero_life_stealer,Lifestealer,"<hc>Lifestealer</hc> lacks mobility but can solve this with his ultimate, <ac>Infest</ac>, which lets him hitch a ride inside an ally."
npc_dota_hero_life_stealer,Lifestealer,<hc>Lifestealer</hc> is strong against disables because his <ac>Rage</ac> ability makes him spell immune for a short period of time.
npc_dota_hero_life_stealer,Lifestealer,"<hc>Lifestealer</hc> benefits from items that reduce enemy armor or increase his attack speed, damage, or movement speed."
npc_dota_hero_dark_seer,Dark Seer,"<hc>Dark Seer</hc>'s <ac>Ion Shell</ac> can be placed on all units, dealing damage to surrounding enemies."
npc_dota_hero_dark_seer,Dark Seer,<hc>Dark Seer</hc> is most known for his strong teamfight as <ac>Vacuum</ac> can group enemy heroes close together.
npc_dota_hero_dark_seer,Dark Seer,<hc>Dark Seer</hc> often purchases teamfight support items like <ic>Guardian Greaves</ic> and <ic>Pipe of Insight</ic> to help keep allies alive.
npc_dota_hero_dark_seer,Dark Seer,<hc>Dark Seer</hc> is often played in the dangerous offlane since he can use <ac>Ion Shell</ac> on creeps to secure gold and experience.
npc_dota_hero_clinkz,Clinkz,<hc>Clinkz</hc> can deal heavy physical damage to enemies and towers by attacking with his <ac>Searing Arrows</ac>.
npc_dota_hero_clinkz,Clinkz,"<hc>Clinkz</hc> can move around the map invisibly, ganking using his <ac>Skeleton Walk</ac>, but needs damage items to be successful."
npc_dota_hero_clinkz,Clinkz,<hc>Clinkz</hc> often purchases armor reduction items like <ic>Desolator</ic> so that he can more quickly kill heroes and towers.
npc_dota_hero_clinkz,Clinkz,"<hc>Clinkz</hc> has difficulty escaping enemies once he's caught, especially if they have detection like <ic>Dust of Appearance</ic>."
npc_dota_hero_clinkz,Clinkz,"With the ability <ac>Strafe</ac>, <hc>Clinkz</hc> can dish out heavy physical damage to heroes or towers while also being able to dodge projectiles."
npc_dota_hero_omniknight,Omniknight,"<hc>Omniknight</hc>'s abilities help save him and his allies from disables and, potentially, death."
npc_dota_hero_omniknight,Omniknight,"<hc>Omniknight</hc>'s <ac>Repel</ac> makes an ally spell immune,  allowing them to play aggressive or escape danger for a short time."
npc_dota_hero_omniknight,Omniknight,<hc>Omniknight</hc> can easily turn fights using <ac>Purification</ac> on a hurt melee hero since it damages in an area while healing allies.
npc_dota_hero_omniknight,Omniknight,<hc>Omniknight</hc> can prevent any temporarily physical damage done to nearby allies with <ac>Guardian Angel</ac>.
npc_dota_hero_omniknight,Omniknight,Positioning is often very important on <hc>Omniknight</hc> which is why picking up a <ic>Drum of Endurance</ic> or <ic>Blink Dagger</ic> is a good idea.
npc_dota_hero_enchantress,Enchantress,<hc>Enchantress</hc> can <ac>Enchant</ac> powerful neutral creeps and use them to bully and gank her opponents.
npc_dota_hero_enchantress,Enchantress,"<hc>Enchantress</hc> has a very low health pool, but she's difficult to kill due to her abilities and enchanted friends."
npc_dota_hero_enchantress,Enchantress,<hc>Enchantress</hc> is countered by burst damage spells that ignore her <ac>Untouchable</ac> ability and kill her before she can heal.
npc_dota_hero_enchantress,Enchantress,<hc>Enchantress</hc>'s <ac>Impetus</ac> deals pure damage based on the distance traveled before striking the enemy.
npc_dota_hero_enchantress,Enchantress,A <ic>Hurricane Pike</ic> is a popular pickup for <hc>Enchantress</hc> because it helps create distance and increase the damage from her <ac>Impetus</ac> ability.
npc_dota_hero_huskar,Huskar,<hc>Huskar</hc> stacks <ac>Burning Spear</ac>s with every attack which burn through your health pool alarmingly fast.
npc_dota_hero_huskar,Huskar,<hc>Huskar</hc> gets stronger when his health gets lower so it's imperative that you kill him quickly during a fight.
npc_dota_hero_huskar,Huskar,<ic>Armlet</ic> works well on <hc>Huskar</hc> since it increases his damage and the life drain only helps him to get stronger.
npc_dota_hero_huskar,Huskar,<hc>Huskar</hc> can easily kill multiple heroes when low on health if they make the mistake of underestimating him.
npc_dota_hero_huskar,Huskar,Pairing <hc>Huskar</hc> with a healing support can often allow him to unleash his offensive potential without much fear of death.
npc_dota_hero_night_stalker,Night Stalker,All of <hc>Night Stalker</hc>'s abilities are enhanced at night time including his movement speed and vision range.
npc_dota_hero_night_stalker,Night Stalker,<hc>Night Stalker</hc> is great at hunting and catching enemy heroes during nighttime.
npc_dota_hero_night_stalker,Night Stalker,<hc>Night Stalker</hc> heavily limits enemy vision as he can use <ac>Darkness</ac> to turn day into night temporarily.
npc_dota_hero_night_stalker,Night Stalker,"<hc>Night Stalker</hc>'s ability, <ac>Hunter in the Night</ac>, grants him flying movement during the night for 2 seconds for quick engagements or escapes. "
npc_dota_hero_broodmother,Broodmother,<hc>Broodmother</hc> is a very strong laner with the movement speed and health regeneration bonus from her <ac>Spin Web</ac> ability.
npc_dota_hero_broodmother,Broodmother,<hc>Broodmother</hc> is most effective against heroes who lack area of effect abilities and disables.
npc_dota_hero_broodmother,Broodmother,<hc>Broodmother</hc> has a dominant laning stage but can suffer later as her skillset doesn't transition well to late game.
npc_dota_hero_broodmother,Broodmother,<hc>Broodmother</hc> can often be a surprise late pick in the draft for teams who can't counter her.
npc_dota_hero_bounty_hunter,Bounty Hunter,<hc>Bounty Hunter</hc> can go invisible using <ac>Shadow Walk</ac> then bully or gank heroes when he finds a target.
npc_dota_hero_bounty_hunter,Bounty Hunter,<hc>Bounty Hunter</hc> accelerates his teams gold gain from hero kills by using <ac>Track</ac> on enemies prior to their death.
npc_dota_hero_bounty_hunter,Bounty Hunter,<hc>Bounty Hunter</hc> applies a lot of pressure in the early game but falters a bit in teamfights without items.
npc_dota_hero_bounty_hunter,Bounty Hunter,<hc>Bounty Hunter</hc> can use <ac>Shadow Walk</ac> and <ac>Track</ac> to use important scouting information to outmaneuver the enemy.
npc_dota_hero_weaver,Weaver,"<hc>Weaver</hc> is effective at hit and run tactics with <ac>Shukuchi</ac>, but can be easily killed if he is disabled."
npc_dota_hero_weaver,Weaver,<hc>Weaver</hc> benefits greatly from damage items since <ac>Geminate Attack</ac> gives him a double attack every few seconds.
npc_dota_hero_weaver,Weaver,"If <hc>Weaver</hc> is focused but not killed in the initial burst, he can use <ac>Time Lapse</ac> to reset health and mana in order to continue fighting."
npc_dota_hero_weaver,Weaver,<hc>Weaver</hc> works best in large open areas away from towers as he can abuse his invisibility and movement speed to give chase.
npc_dota_hero_jakiro,Jakiro,"<hc>Jakiro</hc> is a lumbering, damage over time hero that can damage and disable grouped up enemy heroes."
npc_dota_hero_jakiro,Jakiro,<hc>Jakiro</hc> is most effective against enemies on confined ramps and paths as they will not be able to avoid his spells easily.
npc_dota_hero_jakiro,Jakiro,<hc>Jakiro</hc> can easily siege towers by using the creep clearing <ac>Dual Breath</ac> and the tower damaging <ac>Liquid Fire</ac>.
npc_dota_hero_jakiro,Jakiro,<hc>Jakiro</hc> works best against melee heroes with weak mobility as <hc>Jakiro</hc> can easily slow them and make their escape path treacherous.
npc_dota_hero_batrider,Batrider,<hc>Batrider</hc> can use <ac>Sticky Napalm</ac> on enemies to enhance the burning effect from his fiery attacks and spells.
npc_dota_hero_batrider,Batrider,<hc>Batrider</hc> helps his team by finding an enemy hero and dragging them to his allies with <ac>Flaming Lasso</ac>.
npc_dota_hero_batrider,Batrider,<hc>Batrider</hc> often pulls his targets up cliffs to make it harder for them to return to safety.
npc_dota_hero_batrider,Batrider,<hc>Batrider</hc>'s ultimate <ac>Flaming Lasso</ac> can be used on Spell Immune enemies.
npc_dota_hero_batrider,Batrider,<hc>Batrider</hc> is often paired with a <ic>Blink Dagger</ic> and <ic>Force Staff</ic> to give the most mobility for his <ac>Flaming Lasso</ac>
npc_dota_hero_chen,Chen,<hc>Chen</hc> can use <ac>Holy Persuasion</ac> to take control of neutral creeps for ganking and pushing purposes.
npc_dota_hero_chen,Chen,<hc>Chen</hc> can boost his <ac>Holy Persuasion</ac> with an <ic>Aghanim's Scepter</ic> allowing him to target Ancient Creeps.
npc_dota_hero_chen,Chen,"<hc>Chen</hc> can heal his creeps and allied heroes with his ultimate <ac>Hand of God</ac>, making him effective against burst damage lineups."
npc_dota_hero_chen,Chen,<hc>Chen</hc> can also use <ac>Holy Persuasion</ac> to send an ally back to the fountain after a short delay allowing him to save an ally that would surely die otherwise.
npc_dota_hero_spectre,Spectre,<hc>Spectre</hc> is a fearsome carry in the late game because her ultimate <ac>Haunt</ac> provides strong teamfight and mobility.
npc_dota_hero_spectre,Spectre,<hc>Spectre</hc> can be at any fight on the map using her ultimate <ac>Haunt</ac> that spawns her illusions on all enemies.
npc_dota_hero_spectre,Spectre,<hc>Spectre</hc> has low impact in the early game and is very vulnerable to pressure from aggressive heroes.
npc_dota_hero_spectre,Spectre,"<hc>Spectre</hc> can easily slow and chase enemy heroes, making vulnerable heroes a liability."
npc_dota_hero_doom_bringer,Doom,<hc>Doom</hc> is best known for his ultimate <hc>Doom</hc> which makes an enemy unable to use their abilities or items in a fight.
npc_dota_hero_doom_bringer,Doom,<hc>Doom</hc> takes on the abilities of the last neutral creep he <ac>Devour</ac>ed.
npc_dota_hero_doom_bringer,Doom,<hc>Doom</hc> is known for chasing down his helpless opponents until his damage over time skills take the last bit of their health.
npc_dota_hero_doom_bringer,Doom,<hc>Doom</hc> can adjust his abilities and item builds based on the enemy hero composition.
npc_dota_hero_ancient_apparition,Ancient Apparition,<hc>Ancient Apparition</hc> can launch his ultimate across the map to help out with ganks and team fights.
npc_dota_hero_ancient_apparition,Ancient Apparition,<hc>Ancient Apparition</hc>'s ultimate lowers an enemy's death threshold and prevents any heal for the fight.
npc_dota_hero_ancient_apparition,Ancient Apparition,<hc>Ancient Apparition</hc> is very vulnerable to enemy focus so he prefers to stay at the edge of engagements.
npc_dota_hero_ancient_apparition,Ancient Apparition,<hc>Ancient Apparition</hc>'s skill shots work best with an allies setup so that he can amplify theirs and land his own.
npc_dota_hero_ursa,Ursa,<hc>Ursa</hc>'s damage increases on every hit which makes fighting <hc>Ursa</hc> for more than a few blows dangerous.
npc_dota_hero_ursa,Ursa,<hc>Ursa</hc> is the best hero in the game at killing Roshan since he can defeat him solo much earlier in the game than most heroes.
npc_dota_hero_ursa,Ursa,"<hc>Ursa</hc> does huge burst damage to a hero he jumps on, but struggles to finish them off if they are highly mobile."
npc_dota_hero_ursa,Ursa,<hc>Ursa</hc> lacks disables and relies on killing his opponents before they can react or escape.
npc_dota_hero_spirit_breaker,Spirit Breaker,<hc>Spirit Breaker</hc> has a mix of stuns that he can use to gap close to mobile heroes or lockdown a threatening enemy.
npc_dota_hero_spirit_breaker,Spirit Breaker,<hc>Spirit Breaker</hc> relies on <ac>Greater Bash</ac> which has a very high change of knocking back or stunning his target.
npc_dota_hero_spirit_breaker,Spirit Breaker,<ac>Charge of Darkness</ac> gives <hc>Spirit Breaker</hc> vision of his target until he is interrupted or he reaches his target.
npc_dota_hero_spirit_breaker,Spirit Breaker,"<hc>Spirit Breaker</hc> can easily catch invisible heroes if he can spot them, even just for a moment, and carries a <ic>Dust of Appearance</ic>."
npc_dota_hero_gyrocopter,Gyrocopter,<hc>Gyrocopter</hc> has a large amount of area of effect and single target damage to use against enemy heroes and creeps to collect gold.
npc_dota_hero_gyrocopter,Gyrocopter,<hc>Gyrocopter</hc> benefits heavily from damage items as <ac>Flak Cannon</ac> lets him attack all nearby enemies for up to 6 attacks.
npc_dota_hero_gyrocopter,Gyrocopter,"<hc>Gyrocopter</hc> wants items that provide some mix of health, damage, movement speed, or spell immunity to help in teamfights."
npc_dota_hero_gyrocopter,Gyrocopter,"With an <ic>Aghanim's Scepter</ic>, <hc>Gyrocopter</hc> activates his Side Gunner that, at random, attacks nearby enemy units, increasing his damage output."
npc_dota_hero_alchemist,Alchemist,<hc>Alchemist</hc> gains extra gold each time he kills an enemy because of his <ac>Greevil's Greed</ac>. He can buy items faster than any hero in the game.
npc_dota_hero_alchemist,Alchemist,<hc>Alchemist</hc> is very difficult to kill when his <ac>Chemical Rage</ac> is active because it grants high movement speed and a large amount of health regen.
npc_dota_hero_alchemist,Alchemist,"It takes <hc>Alchemist</hc> a few seconds to shake up his <ac>Unstable Concoction</ac>. If you disable <hc>Alchemist</hc> towards the end of the timer, he will be stunned."
npc_dota_hero_alchemist,Alchemist,<hc>Alchemist</hc> needs to stay ahead of his opponents in gold and items or he won't be as effective.
npc_dota_hero_invoker,Invoker,"<hc>Invoker</hc> changes the combinations of his <ac>Quas</ac>, <ac>Wex</ac>, and <ac>Exort</ac> orbs to <ac>Invoke</ac> up to 10 different spells with various uses."
npc_dota_hero_invoker,Invoker,"While each <hc>Invoker</hc> ability can seem lackluster on their own, they combo together in ways that are capable of killing the entire enemy team."
npc_dota_hero_invoker,Invoker,"<hc>Invoker</hc> has incredible teamfight prowess. He can disable, stun, disarm, slow and deal massive amounts of damage."
npc_dota_hero_invoker,Invoker,It takes an <hc>Invoker</hc> player about 5 keyboard presses to Invoke and cast each spell. The best Invokers cast most of their 10 spells in a late game fight.
npc_dota_hero_silencer,Silencer,<hc>Silencer</hc> is named for his ultimate <ac>Global Silence</ac> that silences all enemy units on the map for a few seconds. It should be used when an enemy has committed to a fight.
npc_dota_hero_silencer,Silencer,"<hc>Silencer</hc> steals Intelligence from his opponents when they die nearby, which gives him bonus damage, mana, spell amp, and increases the damage of his <ac>Glaives of Wisdom</ac>."
npc_dota_hero_silencer,Silencer,<ac>Silence</ac> prevents an enemy from casting their abilities but not from attacking. This makes <hc>Silencer</hc> weak at defending himself from chasing physical attack heroes.
npc_dota_hero_silencer,Silencer,"<hc>Silencer</hc>'s <ac>Global Silence</ac> can silence heroes who have spell immunity, but the right items can dispel this silence after it goes into effect."
npc_dota_hero_obsidian_destroyer,Outworld Devourer,"<hc>Outworld Devourer</hc> adds pure damage to his attack based on his current mana pool which gives him massive damage, especially versus high armor heroes."
npc_dota_hero_obsidian_destroyer,Outworld Devourer,"<hc>Outworld Devourer</hc> can banish himself or any other unit with <ac>Astral Imprisonment</ac>. This prevents them from being attacked, but also from performing any other actions."
npc_dota_hero_obsidian_destroyer,Outworld Devourer,"<hc>Outworld Devourer</hc> deals a large amount of damage when being ignored, but is vulnerable to stuns, silences, and other disables, making <ic>Black King Bar</ic> an important item."
npc_dota_hero_obsidian_destroyer,Outworld Devourer,"<hc>Outworld Devourer</hc>'s <ac>Arcane Orb</ac> and <ac>Sanity's Eclipse</ac> deal more damage as his Intelligence grows from items, levelups, and intelligence steal from <ac>Arcane Orb</ac>."
npc_dota_hero_lycan,Lycan,<hc>Lycan</hc> is a strong physical damage dealer that also amplifies his allies and summoned units to deal more damage and easily kill towers.
npc_dota_hero_lycan,Lycan,"When <hc>Lycan</hc> uses <ac>Shapeshift</ac> to transform into his wolf form, he grants critical strikes and movement speed to him and his units."
npc_dota_hero_lycan,Lycan,<hc>Lycan</hc> becomes immune to slows during <ac>Shapeshift</ac> which makes stuns and roots necessary to prevent his movement.
npc_dota_hero_lycan,Lycan,<hc>Lycan</hc> is best known for his ability to easily destroy towers and split push when enemies are busy elsewhere on the map.
npc_dota_hero_brewmaster,Brewmaster,"<hc>Brewmaster</hc> is effective at disrupting teamfights by slowing enemies, lowering their accuracy, and disrupting problematic heroes."
npc_dota_hero_brewmaster,Brewmaster,If <hc>Brewmaster</hc> is in danger of death he can use <ac>Primal Split</ac> ability to split into 3 elemental warriors to continue fighting or to escape.
npc_dota_hero_brewmaster,Brewmaster,<hc>Brewmaster</hc> is very difficult to kill so preventing his ultimate with a stun or <ac>Silence</ac> is critical.
npc_dota_hero_brewmaster,Brewmaster,A <ic>Blink Dagger</ic> is often a wise choice for <hc>Brewmaster</hc> to alow for better positioning during team fights.
npc_dota_hero_shadow_demon,Shadow Demon,<hc>Shadow Demon</hc>'s <ac>Disruption</ac> can be used on an enemy to set up a skill shot or on an ally to temporarily banish them from danger.
npc_dota_hero_shadow_demon,Shadow Demon,The illusions created from <ac>Disruption</ac> are based on the hero being banished so they become much stronger in the late game.
npc_dota_hero_shadow_demon,Shadow Demon,"<hc>Shadow Demon</hc> can slow an enemy using <ac>Demonic Purge</ac> even if an enemy is spell immune, making it useful against slow melee heroes."
npc_dota_hero_shadow_demon,Shadow Demon,<hc>Shadow Demon</hc> can have weak damage in the early game but a well timed <ac>Disruption</ac> can offset a strong skill or ultimate.
npc_dota_hero_lone_druid,Lone Druid,<hc>Lone Druid</hc> fights next to his bear (summoned from <ac>Summon Spirit Bear</ac>) who can hold items like a hero.
npc_dota_hero_lone_druid,Lone Druid,"<hc>Lone Druid</hc>'s Spirit Bear has to fight nearby him to attack, but he can fight heroes or creeps far away when using items like <ic>Radiance</ic>, Mjolnir, or <ic>Aghanim's Scepter</ic>."
npc_dota_hero_lone_druid,Lone Druid,"<hc>Lone Druid</hc> can re-summon his Spirit Bear if it is killed, but if the he dies so does his bear."
npc_dota_hero_lone_druid,Lone Druid,"<hc>Lone Druid</hc> often uses his bear to act as a buffer between him and his enemies, but if the enemy team can reach <hc>Lone Druid</hc> has difficulty escaping."
npc_dota_hero_chaos_knight,Chaos Knight,"<hc>Chaos Knight</hc> can easily close the gap to enemies and stun them, but can have trouble dealing enough damage to kill them withou his ultimate <ac>Phantasm</ac>."
npc_dota_hero_chaos_knight,Chaos Knight,"The illusions from <hc>Chaos Knight</hc>'s ultimate <ac>Phantasm</ac> deal the same damage his hero does, making Strength items extremely valuable."
npc_dota_hero_chaos_knight,Chaos Knight,<hc>Chaos Knight</hc> works best against heroes that do single target damage since he can overwhelm them with his abilities and illusions.
npc_dota_hero_chaos_knight,Chaos Knight,A <ic>Silver Edge</ic> can help <hc>Chaos Knight</hc> get surprise enemies while still providing respectable stats and damage.
npc_dota_hero_meepo,Meepo,"<hc>Meepo</hc> creates duplicates of himself with every level of <ac>Divided We Stand</ac> that can move and act independently. If any of the <hc>Meepo</hc>'s die, however, all of them die."
npc_dota_hero_meepo,Meepo,<hc>Meepo</hc>'s individual abilities are very weak but are effectively multiplied in strength with each <hc>Meepo</hc> under his control.
npc_dota_hero_meepo,Meepo,Each <hc>Meepo</hc> can use <ac>Poof</ac> to teleport to the other which allows them to group when needed.
npc_dota_hero_meepo,Meepo,The primary <hc>Meepo</hc> has a regular inventory but the cloned <hc>Meepo</hc>s only gain the boot item.  Clones benefit from any attributes the primary Meepo has.
npc_dota_hero_treant,Treant Protector,"<ac>Nature's Guise</ac> allows <hc>Treant Protector</hc> to become invisible when near trees. He uses this to scout enemies, initiate a team fight, or avoid danger."
npc_dota_hero_treant,Treant Protector,<hc>Treant Protector</hc> helps keep his allies alive with the area healing <ac>Leech Seed</ac> and the global block and regen from <ac>Living Armor</ac>.
npc_dota_hero_treant,Treant Protector,"<hc>Treant Protector</hc> has weak damage, but, with enough levels, his disable can easily make up for it."
npc_dota_hero_treant,Treant Protector,<hc>Treant Protector</hc> can protect and heal his team's towers with <ac>Living Armor</ac> which makes it difficult to chip away at towers over time.
npc_dota_hero_treant,Treant Protector,"With an <ic>Aghanim's Scepter</ic> <hc>Treant Protector</hc> gains the ability <ac>Eyes In The Forest</ac> which enchants a tree, granting him unobstructed vision in that location."
npc_dota_hero_ogre_magi,Ogre Magi,<hc>Ogre Magi</hc> can amplify his ally's movement and attack speed with <ac>Bloodlust</ac>.
npc_dota_hero_ogre_magi,Ogre Magi,<hc>Ogre Magi</hc>'s ultimate <ac>Multicast</ac> gives a chance to cast multiple instances of his basic spells.
npc_dota_hero_ogre_magi,Ogre Magi,"<hc>Ogre Magi</hc> is incredibly hard to bring down in the early game because of his huge health pool, base armor, and regeneration rate."
npc_dota_hero_ogre_magi,Ogre Magi,<hc>Ogre Magi</hc> has below average Intelligence gain which is uncommon for a hero who relies so heavily on spells and mana.
npc_dota_hero_undying,Undying,<hc>Undying</hc> is very difficult to kill in teamfights as he can keep himself and allies alive with his abilities.
npc_dota_hero_undying,Undying,"<hc>Undying</hc> can use <ac>Decay</ac> to lower enemy Strength while increasing his own, making him difficult to fight against in the early game."
npc_dota_hero_undying,Undying,<hc>Undying</hc> thrives during a sloppy team fights as his <ac>Tombstone</ac> zombies eventually turn the fight in his favor if the Tombstone is protected.
npc_dota_hero_undying,Undying,"<hc>Undying</hc> is strong at teamfights and early game laning, but can quickly feel weak if the game devolves into waiting or split pushing."
npc_dota_hero_rubick,Rubick,<hc>Rubick</hc> can be as useful as the spells he steals with <ac>Spell Steal</ac>.  This can make him valuable against big teamfight ultimates.
npc_dota_hero_rubick,Rubick,"<hc>Rubick</hc>'s <ac>Spell Steal</ac> allows him to take his enemy's most recently cast ability. <hc>Rubick</hc> needs to time the steal perfectly or he might borrow a different, weaker ability."
npc_dota_hero_rubick,Rubick,"<hc>Rubick</hc> is fragile, but can cover for those weaknesses with properly stolen spells."
npc_dota_hero_rubick,Rubick,<hc>Rubick</hc>'s <ac>Null Field</ac> can be toggled offensively or defensively to reduce enemy magic resistance or increase allied magic resistance.
npc_dota_hero_disruptor,Disruptor,<hc>Disruptor</hc> is good at catching and disabling heroes that are good at escaping with his long ranged <ac>Glimpse</ac> ability.
npc_dota_hero_disruptor,Disruptor,"<hc>Disruptor</hc> lacks hard disables but can use both <ac>Kinetic Field</ac> and his ultimate, <ac>Static Storm</ac>, to trap enemies in a cloud of damage and silence."
npc_dota_hero_disruptor,Disruptor,"If <hc>Disruptor</hc>'s manages to farm a <ic>Aghanim's Scepter</ic>, his <ac>Static Storm</ac> becomes strong enough to mute enemies' items."
npc_dota_hero_disruptor,Disruptor,"<hc>Disruptor</hc> has strong abilities, but has difficulty protecting himself, especially when his enemies have a <ic>Black King Bar</ic>."
npc_dota_hero_nyx_assassin,Nyx Assassin,<hc>Nyx Assassin</hc> has a mix of damage and disable that makes him a strong gank and teamfight hero.
npc_dota_hero_nyx_assassin,Nyx Assassin,"<hc>Nyx Assassin</hc> can use <ac>Spiked Carapace</ac> when being attacked to guarantee his opponent is stunned and follow up with his hard to land ability, <ac>Impale</ac>."
npc_dota_hero_nyx_assassin,Nyx Assassin,<hc>Nyx Assassin</hc> can use <ac>Vendetta</ac> to search for enemies while invisible. He can deal bonus damage attacking from his invisible state and <ac>Impale</ac> afterwards to stun them.
npc_dota_hero_nyx_assassin,Nyx Assassin,<hc>Nyx Assassin</hc> works best against spell casters because he can reflect their damage with <ac>Spiked Carapace</ac> and easily burst them down.
npc_dota_hero_naga_siren,Naga Siren,<hc>Naga Siren</hc> is an illusion hero who works well as a disabling utility support or a map controlling late game core.
npc_dota_hero_naga_siren,Naga Siren,"<hc>Naga Siren</hc> is known for her <ac>Song of the Siren</ac> ultimate which puts enemies into an invulnerable sleep, allowing her to retreat or set up for a big teamfight combo with her allies."
npc_dota_hero_naga_siren,Naga Siren,"<hc>Naga Siren</hc> can always save herself from a gank if she casts <ac>Song of the Siren</ac> in time, so it's important to use silences and stuns to prevent it."
npc_dota_hero_naga_siren,Naga Siren,<hc>Naga Siren</hc> is a great candidate for utility items like <ic>Pipe of Insight</ic> and <ic>Spirit Vessel</ic> which can benefit her team.
npc_dota_hero_keeper_of_the_light,Keeper of the Light,"<hc>Keeper of the Light</hc> can use <ac>Illuminate</ac> to blast damage towards enemy creep waves, making him good at pushing and defending against pushes."
npc_dota_hero_keeper_of_the_light,Keeper of the Light,<hc>Keeper of the Light</hc> is easy to kill once caught since he has weak disables and lacks escape.
npc_dota_hero_keeper_of_the_light,Keeper of the Light,<hc>Keeper of the Light</hc> relies on long range <ac>Illuminate</ac> blasts and careful positioning to make up for his long cast times and low health pool.
npc_dota_hero_keeper_of_the_light,Keeper of the Light,"<hc>Keeper of the Light</hc> can use his ultimate to gain access to abilities like Recall, which brings an allied hero across the map to him."
npc_dota_hero_wisp,Io,"<hc>Io</hc> uses <ac>Tether</ac> to link himself to an ally, providing them bonus healing and regeneration."
npc_dota_hero_wisp,Io,"<hc>Io</hc> can channel <ac>Relocate</ac> to bring himself and an ally anywhere on the map, either to escape danger or arrive at a fight. <hc>Io</hc> returns to the original departure point after a delay."
npc_dota_hero_wisp,Io,<hc>Io</hc> has to balance careful positioning to help an ally and stay alive. <hc>Io</hc> makes the <ac>Tether</ac>'d ally much harder to kill.
npc_dota_hero_wisp,Io,"<hc>Io</hc> must channel <ac>Relocate</ac>, but if <hc>Io</hc> is stunned before the completion <ac>Relocate</ac> is interrupted and leaving both heroes vulnerable."
npc_dota_hero_visage,Visage,"<hc>Visage</hc> is weak in the early game until he gains his ultimate, <ac>Summon Familiars</ac>. His familiars help him to push waves, kill creeps, and teamfight."
