Internal Name, Readable Name,String
npc_dota_hero_luna,Luna,<hc>露娜</hc>由于<ac>月之祝福</ac>光环，在夜间的视野超过大多数英雄。
npc_dota_hero_luna,Luna,<hc>露娜</hc>可以快速清兵和打野，因为<ac>月刃</ac>使她的攻击可以在敌人之间弹射。
npc_dota_hero_luna,Luna,有<ic>阿哈利姆神杖</ic>后，<hc>露娜</hc>可以对友方单位或自身施放<ac>月蚀</ac>，技能效果会跟随英雄，也可以对一片区域施放。
npc_dota_hero_dragon_knight,Dragon Knight,<hc>龙骑士</hc>使用大招<ac>古龙形态</ac>后推塔非常强力。
npc_dota_hero_dragon_knight,Dragon Knight,<hc>龙骑士</hc>在对线期异常难击杀，因为他的<ac>龙族血统</ac>可以提升护甲和生命恢复。
npc_dota_hero_dragon_knight,Dragon Knight,<hc>龙骑士</hc>擅长通过<ic>闪烁匕首</ic>和长时间的眩晕技能<ac>神龙摆尾</ac>发起先手。
npc_dota_hero_dragon_knight,Dragon Knight,<hc>龙骑士</hc>的<ac>火焰气息</ac>技能可以在对线期用于打钱，也能伤害敌方英雄，并降低他们的攻击力。
npc_dota_hero_dazzle,Dazzle,<hc>戴泽</hc>的<ac>薄葬</ac>可以阻止队友在数秒内死亡。
npc_dota_hero_dazzle,Dazzle,<hc>戴泽</hc>在对线期非常强大，因为他的治疗技能<ac>暗影波</ac>也会对附近英雄造成伤害。
npc_dota_hero_dazzle,Dazzle,<hc>戴泽</hc>救助队友非常强力，但他被眩晕或沉默后很难自救。
npc_dota_hero_dazzle,Dazzle,<hc>戴泽</hc>需待在友军后排进行辅助，不然会被敌人首先集火。
npc_dota_hero_rattletrap,Clockwerk,<hc>发条技师</hc>是机动性非常强的先手英雄，他可以利用<ac>照明火箭</ac>先行侦查，再使用<ac>发射钩爪</ac>马上发起先手。
npc_dota_hero_rattletrap,Clockwerk,<hc>发条技师</hc>将自己和敌方英雄都困在<ac>能量齿轮中</ac>取得的效果最好。
npc_dota_hero_rattletrap,Clockwerk,<hc>发条技师</hc>的走位和时机把握非常重要，因为他能挡住逃跑的必经之路，或分割敌方英雄的阵型。
npc_dota_hero_rattletrap,Clockwerk,<hc>发条技师</hc>最怕敌人的<ic>原力法杖</ic>，因为敌人可以被推出<hc>发条技师</hc>的<ac>能量齿轮</ac>。
npc_dota_hero_leshrac,Leshrac,<hc>拉席克</hc>拥有多个范围型伤害类技能，若靠近敌人可以造成恐怖的伤害。
npc_dota_hero_leshrac,Leshrac,<hc>拉席克</hc>必须靠近敌人才能产生大量输出，但没有装备支撑非常脆弱。
npc_dota_hero_leshrac,Leshrac,<hc>拉席克</hc>需要很高的魔法恢复，这样才能不断施放技能。
npc_dota_hero_leshrac,Leshrac,<hc>拉席克</hc>的<ac>恶魔敕令</ac>可以攻击防御塔，所以<hc>拉席克</hc>在推塔方面也是一把好手。
npc_dota_hero_leshrac,Leshrac,<hc>拉席克</hc>的技能可以造成大量范围伤害，所以他非常克制幻象系英雄。
npc_dota_hero_furion,Nature's Prophet,<hc>先知</hc>使用<ac>传送</ac>就能在抓人时轻松地提供一臂之力。
npc_dota_hero_furion,Nature's Prophet,<hc>先知</hc>可以遵循多种打法，不过最出名的还是推塔流。
npc_dota_hero_furion,Nature's Prophet,<hc>先知</hc>最好是使用<ac>传送</ac>前往无人防守的防御塔，强迫他的敌人回防。
npc_dota_hero_furion,Nature's Prophet,<hc>先知</hc>的很多时间都用在打钱上，这样他在抓人和团战时就能用上强力的物品。
npc_dota_hero_life_stealer,Lifestealer,<hc>噬魂鬼</hc>的输出很高，而且较难击杀，因为他的所有技能都具有一定的保命能力。
npc_dota_hero_life_stealer,Lifestealer,<hc>噬魂鬼</hc>的机动性较差，但他的大招<ac>感染</ac>可以使他搭上队友的便车，从而解决这个问题。
npc_dota_hero_life_stealer,Lifestealer,<hc>噬魂鬼</hc>非常克制控制类技能，因为他的<ac>狂暴</ac>技能可以使他短时间内技能免疫。
npc_dota_hero_life_stealer,Lifestealer,<hc>噬魂鬼</hc>比较适合降低敌人护甲，或提升自身攻击速度、攻击力或移动速度的装备。
npc_dota_hero_dark_seer,Dark Seer,<hc>黑暗贤者</hc>的<ac>离子外壳</ac>可以对所有单位使用，对周围的敌人造成伤害。
npc_dota_hero_dark_seer,Dark Seer,<hc>黑暗贤者</hc>因强大的团战能力而闻名，因为<ac>真空</ac>可以使敌方英雄聚集到一起。
npc_dota_hero_dark_seer,Dark Seer,<hc>黑暗贤者</hc>一般会购买<ic>卫士胫甲</ic>和<ic>洞察烟斗</ic>等团战类物品保证队友的存活。
npc_dota_hero_dark_seer,Dark Seer,<hc>黑暗贤者</hc>一般走比较危险的劣势路，因为他可以对小兵使用<ac>离子外壳</ac>，保证自己的金钱和经验。
npc_dota_hero_clinkz,Clinkz,<hc>克林克兹</hc>利用<ac>灼热之箭</ac>可以对敌人和防御塔造成大量物理伤害。
npc_dota_hero_clinkz,Clinkz,<hc>克林克兹</hc>的<ac>骨隐步</ac>可以让他隐身在地图上穿梭，但想要成功抓人还是需要输出装。
npc_dota_hero_clinkz,Clinkz,<hc>克林克兹</hc>一般会购买<ic>黯灭</ic>等减甲类物品，这样他就能快速消灭英雄和防御塔。
npc_dota_hero_clinkz,Clinkz,<hc>克林克兹</hc>一旦被敌人抓住就很难逃生，尤其当他们拥有<ic>显影之尘</ic>等反隐道具。
npc_dota_hero_clinkz,Clinkz,有了<ac>扫射</ac>技能，<hc>克林克兹</hc>可以向英雄或防御塔倾泻大量物理伤害，同时自动躲避弹道。
npc_dota_hero_omniknight,Omniknight,<hc>全能骑士</hc>的技能可以帮助他和他的队友躲过死亡和控制类技能。
npc_dota_hero_omniknight,Omniknight,<hc>全能骑士</hc>的<ac>驱逐</ac>可以为队友提供技能免疫状态，使他们在短时间内可以肆无忌惮地攻击，或逃离险境。
npc_dota_hero_omniknight,Omniknight,<hc>全能骑士</hc>对受伤的近战英雄使用<ac>洗礼</ac>可以轻松地扭转战局，因为在治疗的同时也会造成范围伤害。
npc_dota_hero_omniknight,Omniknight,<hc>全能骑士</hc>的<ac>守护天使</ac>可以暂时阻止周围的队友受到任何物理伤害。
npc_dota_hero_omniknight,Omniknight,走位对于<hc>全能骑士</hc>极为重要，所以<ic>韧鼓</ic>或<ic>闪烁匕首</ic>都是不错的选择。
npc_dota_hero_enchantress,Enchantress,<hc>魅惑魔女</hc>可以<ac>魅惑</ac>强大的中立生物，利用他们在整场比赛中伏击敌人。
npc_dota_hero_enchantress,Enchantress,<hc>魅惑魔女</hc>的血量很低，但由于她的技能和魅惑的伙伴并不容易被击杀。
npc_dota_hero_enchantress,Enchantress,针对<hc>魅惑魔女</hc>可以通过无视<ac>不可侵犯</ac>的高爆发伤害技能在她放出治疗技能前击杀。
npc_dota_hero_enchantress,Enchantress,<hc>魅惑魔女</hc>的<ac>推进</ac>根据到达敌人前飞行的距离造成纯粹伤害。
npc_dota_hero_enchantress,Enchantress,<ic>飓风长戟</ic>是<hc>魅惑魔女</hc>的流行出装，因为它可以为<ac>推进</ac>技能拉开敌我之间的距离，也方便追击敌人。
npc_dota_hero_huskar,Huskar,<hc>哈斯卡</hc>每次攻击附带的<ac>沸血之矛</ac>都可以叠加，敌人会以惊人的速度掉血。
npc_dota_hero_huskar,Huskar,<hc>哈斯卡</hc>的血量越低，他的战斗力越高，所以在战斗中必须很快地秒掉他。
npc_dota_hero_huskar,Huskar,<hc>哈斯卡</hc>与臂章完美契合，因为它能提升输出，而持续掉血只会让他更加强大。
npc_dota_hero_huskar,Huskar,<hc>哈斯卡</hc>在残血时可以轻松击杀多名低估他的英雄。
npc_dota_hero_huskar,Huskar,<hc>哈斯卡</hc>搭配一个治疗型辅助可以使他尽情地攻击敌人。
npc_dota_hero_night_stalker,Night Stalker,<hc>暗夜魔王</hc>的所有技能在夜晚的效果都会变强，甚至还有他的移动速度和视野范围。
npc_dota_hero_night_stalker,Night Stalker,<hc>暗夜魔王</hc>非常擅长在夜晚时间猎杀敌方英雄。
npc_dota_hero_night_stalker,Night Stalker,<hc>暗夜魔王</hc>可以极大地限制敌人的视野，因为他的<ac>黑暗时间</ac>可以暂时变出漆黑的夜晚。
npc_dota_hero_night_stalker,Night Stalker,<hc>暗夜魔王</hc>的技能<ac>暗夜猎影</ac>使他在夜晚能获得2秒的飞行能力，方便快速开战或逃跑。
npc_dota_hero_broodmother,Broodmother,<hc>育母蜘蛛</hc>在对线期非常强大，因为她的<ac>织网</ac>技能可以提供移动速度和生命恢复加成。
npc_dota_hero_broodmother,Broodmother,<hc>育母蜘蛛</hc>非常克制没有控制或范围型伤害类技能的英雄。
npc_dota_hero_broodmother,Broodmother,<hc>育母蜘蛛</hc>在对线期非常强势，但她的加点和出装没有良好过渡会使之后略显乏力。
npc_dota_hero_broodmother,Broodmother,<hc>育母蜘蛛</hc>在选人阶段后期一般作为伏兵出现，可以让没做出应对的队伍措手不及。
npc_dota_hero_bounty_hunter,Bounty Hunter,<hc>赏金猎人</hc>使用<ac>暗影步</ac>可以进入隐身，方便他发现目标后伏击或抓到英雄。
npc_dota_hero_bounty_hunter,Bounty Hunter,<hc>赏金猎人</hc>在敌人阵亡前放好<ac>追踪术</ac>可以让团队获得金钱的数额大大增加。
npc_dota_hero_bounty_hunter,Bounty Hunter,<hc>赏金猎人</hc>在前期可以给对面造成很多压力，但是若没有装备支持，到了团战时就比较吃力。
npc_dota_hero_bounty_hunter,Bounty Hunter,<hc>赏金猎人</hc>可以使用<ac>暗影步</ac>和<ac>追踪术</ac>来侦查重要信息，在策略上碾压敌人。
npc_dota_hero_weaver,Weaver,<hc>编织者</hc>特别适合边跑边配合<ac>缩地</ac>边攻击敌人，但是他若连中数个控制技能就很容易阵亡。
npc_dota_hero_weaver,Weaver,<hc>编织者</hc>出攻击装的收益很高，因为<ac>连击</ac>可以让他每隔几秒额外攻击一次。
npc_dota_hero_weaver,Weaver,<hc>编织者</hc>被集火后若首轮伤害没有杀死他，他可以使用<ac>时光倒流</ac>使自己的生命和魔法回到原来的状态，重获战斗力。
npc_dota_hero_weaver,Weaver,<hc>编织者</hc>最喜欢远离防御塔的开阔区域，这样他就能随便使用隐身技能，利用超高移动速度追击敌人。
npc_dota_hero_jakiro,Jakiro,<hc>杰奇洛</hc>的特点是比较笨重，输出都是持续伤害，对扎堆的敌人能造成不俗的伤害和控制效果。
npc_dota_hero_jakiro,Jakiro,<hc>杰奇洛</hc>在狭窄的斜坡和小路上的战斗中特别强大，因为他的敌人就无法躲开他的技能。
npc_dota_hero_jakiro,Jakiro,<hc>杰奇洛</hc>有着清兵技能<ac>冰火交加</ac>和对塔生效的<ac>液态火</ac>，所以在推塔时非常轻松。
npc_dota_hero_jakiro,Jakiro,<hc>杰奇洛</hc>非常克制机动性较差的近战英雄，因为<hc>杰奇洛</hc>可以造成减速，预知他们的动向。
npc_dota_hero_batrider,Batrider,<hc>蝙蝠骑士</hc>可以对敌人使用<ac>粘性燃油</ac>，使蝙蝠骑士的攻击和技能对他们造成额外伤害。
npc_dota_hero_batrider,Batrider,<hc>蝙蝠骑士</hc>可以帮助队友找到敌方英雄，再使用<ac>燃烧枷锁</ac>将目标往队友拉去。
npc_dota_hero_batrider,Batrider,<hc>蝙蝠骑士</hc>一般会把他的目标拉到高台，这样他们之后就不容易回到安全的地方。
npc_dota_hero_batrider,Batrider,<hc>蝙蝠骑士</hc>的大招<ac>燃烧枷锁</ac>可以对技能免疫状态下敌人使用。
npc_dota_hero_batrider,Batrider,<hc>蝙蝠骑士</hc>通常需要<ic>闪烁匕首</ic>和<ic>原力法杖</ic>组合，使他的<ac>燃烧枷锁</ac>能获得最大的机动性。
npc_dota_hero_chen,Chen,<hc>陈</hc>可以使用<ac>神圣劝化</ac>控制中立生物来抓人和推塔，直至生物死亡。
npc_dota_hero_chen,Chen,<hc>陈</hc>的<ac>神圣劝化</ac>可以通过<ic>阿哈利姆神杖</ic>升级，使技能可以对远古生物使用。
npc_dota_hero_chen,Chen,<hc>陈</hc>可以使用大招<ac>上帝之手</ac>治疗他控制的单位和友方英雄，所以在应对高爆发阵容时比较实用。
npc_dota_hero_chen,Chen,<hc>陈</hc>也可以使用<ac>神圣劝化</ac>经过短暂延迟后把队友送回泉水，这样可以救下本会阵亡的队友。
npc_dota_hero_spectre,Spectre,<hc>幽鬼</hc>在后期是非常可怕的核心，因为她的大招<ac>鬼影重重</ac>赋予了强大的团战能力和机动性。
npc_dota_hero_spectre,Spectre,<hc>幽鬼</hc>使用大招<ac>鬼影重重</ac>后会在所有敌人身后产生幻象，方便她加入地图中任意地点发生的战斗。
npc_dota_hero_spectre,Spectre,<hc>幽鬼</hc>在前期很弱，若对方英雄很强势将很难反击。
npc_dota_hero_spectre,Spectre,<hc>幽鬼</hc>可以轻松地减速并追击敌方英雄，对偏脆的英雄造成威胁。
npc_dota_hero_doom_bringer,Doom,<hc>末日使者</hc>的成名绝技就是他的大招<hc>末日</hc>，可以使敌人无法使用技能和物品。
npc_dota_hero_doom_bringer,Doom,<hc>末日使者</hc>在<ac>吞噬</ac>单位后可以获得他们的技能。
npc_dota_hero_doom_bringer,Doom,<hc>末日使者</hc>最出名的就是追杀他无助的对手，直到他的持续伤害类技能造成最后一丝伤害。
npc_dota_hero_doom_bringer,Doom,<hc>末日使者</hc>可以根据敌人的英雄阵容调整自己的技能加点和出装。
npc_dota_hero_ancient_apparition,Ancient Apparition,<hc>远古冰魄</hc>的大招可以全地图施放，在抓人和团战时提供助力。
npc_dota_hero_ancient_apparition,Ancient Apparition,<hc>远古冰魄</hc>的大招使敌人无法恢复生命，降低了击杀他们的难度。
npc_dota_hero_ancient_apparition,Ancient Apparition,<hc>远古冰魄</hc>在敌人的集火下非常脆弱，所以他最好是站在战场的边缘。
npc_dota_hero_ancient_apparition,Ancient Apparition,<hc>远古冰魄</hc>的技能最好是能与队友形成配合，这样就能相互提升效果。
npc_dota_hero_ursa,Ursa,<hc>熊战士</hc>每次攻击都会使后续的伤害增加，所以长时间与<hc>熊战士</hc>缠斗非常危险。
npc_dota_hero_ursa,Ursa,<hc>熊战士</hc>是比赛中击杀Roshan的最佳英雄，因为他从比赛前期开始就能单挑Roshan。
npc_dota_hero_ursa,Ursa,<hc>熊战士</hc>可以对英雄发动突袭，造成超高的爆发伤害，但如果他们逃脱，就很难再追上。
npc_dota_hero_ursa,Ursa,<hc>熊战士</hc>缺少控制技能，所以他需要在对手反应过来或逃脱之前击杀他们。
npc_dota_hero_spirit_breaker,Spirit Breaker,<hc>裂魂人</hc>拥有多种眩晕技能，可以快速接近移动的英雄，或者锁定颇具威胁的敌人。
npc_dota_hero_spirit_breaker,Spirit Breaker,<hc>裂魂人</hc>依赖技能<ac>巨力重击</ac>将敌人击退。
npc_dota_hero_spirit_breaker,Spirit Breaker,<hc>裂魂人</hc>使用<ac>暗影冲刺</ac>后将向目标冲去，并持续拥有其视野，直到他被打断或到达目标。
npc_dota_hero_spirit_breaker,Spirit Breaker,<hc>裂魂人</hc>可以轻松追踪隐身敌人，只要他能在短时间内发现他们，并且带好<ic>显影之尘</ic>。
npc_dota_hero_gyrocopter,Gyrocopter,<hc>矮人直升机</hc>拥有不俗的范围和单体伤害，用在敌方英雄和小兵身上可以快速积累金钱。
npc_dota_hero_gyrocopter,Gyrocopter,<hc>矮人直升机</hc>从攻击力类物品中获益较大，因为<ac>高射火炮</ac>可以攻击周围所有敌人最多6次。
npc_dota_hero_gyrocopter,Gyrocopter,<hc>矮人直升机</hc>围绕着血量、攻击力、移动速度和技能免疫状态等提升团战威力的物品来出装。
npc_dota_hero_gyrocopter,Gyrocopter,有了<ic>阿哈利姆神杖</ic>后，<hc>矮人直升机</hc>的侧面机枪开启，会随机自动攻击600范围内的敌方单位，从而提升他的伤害输出。
npc_dota_hero_alchemist,Alchemist,<hc>炼金术士</hc>由于他的被动技能贪魔的贪婪，每次杀死一个敌人都能获得额外金钱。因此他打钱和出装的速度也远远快过游戏里其他英雄。
npc_dota_hero_alchemist,Alchemist,<hc>炼金术士</hc>在<ac>化学狂暴</ac>开启时非常难击杀，因为他有着超高移动速度和生命恢复。
npc_dota_hero_alchemist,Alchemist,<hc>炼金术士</hc>摇制<ac>不稳定化合物</ac>需要数秒时间，所以在摇制快结束时控制住<hc>炼金术士</hc>，他自己会被晕在原地。
npc_dota_hero_alchemist,Alchemist,<hc>炼金术士</hc>需要在金钱和物品上领先于对手，否则比赛中很难有所作为。
npc_dota_hero_invoker,Invoker,<hc>祈求者</hc>改变<ac>冰</ac>、<ac>雷</ac>和<ac>火</ac>元素的组合再使用元素祈唤可以得到10个有着不同用途的技能。
npc_dota_hero_invoker,Invoker,尽管<hc>祈求者</hc>的每个技能都比较简单，但他们的连招可以碾压对面。
npc_dota_hero_invoker,Invoker,<hc>祈求者</hc>的团战威力无穷。他可以完成控制、眩晕、缴械和减速，并且还能造成超高的伤害。
npc_dota_hero_invoker,Invoker,<hc>祈求者</hc>每次施放一个技能都需要按5次键盘的快捷键。顶尖的祈求者玩家可以在后期战斗时将10个技能基本全部放出。
npc_dota_hero_silencer,Silencer,<hc>沉默术士</hc>得名于他的大招<ac>全领域静默</ac>，可以使地图上所有敌方单位被沉默数秒。技能的最佳使用时机是敌人全力迎战之时。
npc_dota_hero_silencer,Silencer,<hc>沉默术士</hc>在附近有敌人阵亡时会窃取他们的智力，从而提升自己的攻击力、魔法值、技能增强和<ac>智慧之刃</ac>的伤害。
npc_dota_hero_silencer,Silencer,<ac>沉默</ac>可以阻止敌人施放技能，不过他们仍然可以攻击。所以<hc>沉默术士</hc>被物理输出类英雄追击时很难脱身。
npc_dota_hero_silencer,Silencer,<hc>沉默术士</hc>的<ac>全领域静默</ac>甚至可以沉默技能免疫状态下的英雄，不过在沉默生效后部分物品可以驱散沉默效果。
npc_dota_hero_obsidian_destroyer,Outworld Devourer,<hc>殁境神蚀者</hc>根据当前魔法值在攻击中附加纯粹伤害，这让它的输出大幅提升，尤其是应对高甲英雄时。
npc_dota_hero_obsidian_destroyer,Outworld Devourer,<hc>殁境神蚀者</hc>的<ac>星体禁锢</ac>可以放逐自身，或其他单位，被放逐时无法移动且处于无敌状态，持续数秒。
npc_dota_hero_obsidian_destroyer,Outworld Devourer,<hc>殁境神蚀者</hc>在不被针对时可以造成巨额伤害，但它惧怕眩晕、沉默和其他控制类技能，因此<ic>黑皇杖</ic>对它而言非常重要。
npc_dota_hero_obsidian_destroyer,Outworld Devourer,<hc>殁境神蚀者</hc>的<ac>奥术天球</ac>和<ac>神智之蚀</ac>伤害随着他的智力值提升而变高，不论是来自物品，英雄升级或是<ac>奥术天球</ac>窃取的智力。
npc_dota_hero_lycan,Lycan,<hc>狼人</hc>是非常强大的物理输出，而且他可以提升队友和召唤单位的攻击力，在推塔时非常厉害。
npc_dota_hero_lycan,Lycan,<hc>狼人</hc>使用<ac>变身</ac>后将变成巨狼形态，自身和控制的单位获得致命一击和移动速度加成。
npc_dota_hero_lycan,Lycan,<hc>狼人</hc>在<ac>变身</ac>期间不受减速类技能影响，所以眩晕和缠绕类技能将非常管用。
npc_dota_hero_lycan,Lycan,<hc>狼人</hc>最知名的就是他的快速拆塔能力，还有趁敌人无暇顾及时快速带线的能力。
npc_dota_hero_brewmaster,Brewmaster,<hc>酒仙</hc>在团战中骚扰能力非常强，他可以使敌人减速，降低他们的命中率，还能将棘手的英雄吹到半空中。
npc_dota_hero_brewmaster,Brewmaster,<hc>酒仙</hc>在濒死时可以使用<ac>元素分离</ac>分成3个元素战士，之后可以继续战斗或者逃出生天。
npc_dota_hero_brewmaster,Brewmaster,<hc>酒仙</hc>因大招的缘故相当难击杀，所以通过眩晕或<ac>沉默</ac>类技能阻止他使用大招非常有帮助。
npc_dota_hero_brewmaster,Brewmaster,<ic>闪烁匕首</ic>是<hc>酒仙</hc>的明智选择，可以让他在团战时走位更加有利。
npc_dota_hero_shadow_demon,Shadow Demon,<hc>暗影恶魔</hc>的<ac>崩裂禁锢</ac>可以对敌人使用，方便队友接上后续技能，也可以对队友使用，暂时放逐他们，使他们脱离险境或控制。
npc_dota_hero_shadow_demon,Shadow Demon,<ac>崩裂禁锢</ac>产生的幻象是基于被放逐的英雄，所以在后期时更加强大。
npc_dota_hero_shadow_demon,Shadow Demon,<hc>暗影恶魔</hc>可以使用<ac>邪恶净化</ac>减速敌人，即使敌人处于技能免疫状态，因此在对付移速较慢的近战英雄时非常实用。
npc_dota_hero_shadow_demon,Shadow Demon,<hc>暗影恶魔</hc>在前期的伤害偏弱，但<ac>崩裂禁锢</ac>只要施放得当可以躲过强力的技能或大招。
npc_dota_hero_lone_druid,Lone Druid,<hc>德鲁伊</hc>与<ac>召唤熊灵</ac>并肩作战，熊灵可以像英雄一样装备物品。
npc_dota_hero_lone_druid,Lone Druid,<hc>德鲁伊</hc>的熊灵必须在德鲁伊附近才能攻击，不过拥有了<ic>辉耀</ic>、<ic>雷神之锤</ic>或<ic>阿哈利姆神杖</ic>后熊灵即使远离德鲁伊也具有战斗能力。
npc_dota_hero_lone_druid,Lone Druid,<hc>德鲁伊</hc>可以在熊灵死亡后重新召唤熊灵，但是英雄阵亡时熊灵也会死亡。
npc_dota_hero_lone_druid,Lone Druid,<hc>德鲁伊</hc>通常利用熊灵作为与敌人之间的缓冲，但<hc>德鲁伊</hc>一旦被近身，将很难逃生。
npc_dota_hero_chaos_knight,Chaos Knight,<hc>混沌骑士</hc>可以瞬间接近敌人，并造成眩晕，但在<ac>混沌之军</ac>冷却时有可能输出不足。
npc_dota_hero_chaos_knight,Chaos Knight,<hc>混沌骑士</hc>的大招<ac>混沌之军</ac>产生的幻象非常特别，因为他们造成的伤害与本体相同，所以具有力量加成的物品都相当有用。
npc_dota_hero_chaos_knight,Chaos Knight,<hc>混沌骑士</hc>非常克制单体爆发类英雄，因为他的技能和大量幻象可以轻松将他们碾压。
npc_dota_hero_chaos_knight,Chaos Knight,<ic>白银之锋</ic>可以帮助<hc>混沌骑士</hc>出其不意地接近敌人，而且提供了不俗的属性和攻击力加成。
npc_dota_hero_meepo,Meepo,<hc>米波</hc>每升一级<ac>分则能成</ac>都会产生一只可以独立控制的克隆体。只要任何一只<hc>米波</hc>死亡，所有米波都将阵亡。
npc_dota_hero_meepo,Meepo,<hc>米波</hc>的技能单独来看很弱，但是控制的所有<hc>米波</hc>相互配合可以使威力成倍增加。
npc_dota_hero_meepo,Meepo,每只<hc>米波</hc>都能使用<ac>忽悠</ac>传送到其他米波处，他们可以借此组队。
npc_dota_hero_meepo,Meepo,<hc>米波</hc>本体拥有正常的物品栏，而<hc>米波</hc>克隆体只有鞋类物品，并且继承本体的所有属性。
npc_dota_hero_treant,Treant Protector,<hc>树精卫士</hc>的<ac>自然蔽护</ac>可以使他在靠近树木时隐身。利用这点可以侦查敌人、发动先手或脱离险境。
npc_dota_hero_treant,Treant Protector,<hc>树精卫士</hc>的范围型治疗技能<ac>寄生种子</ac>和全地图的格挡和恢复技能<ac>活体护甲</ac>使队友的生存能力大幅提升。
npc_dota_hero_treant,Treant Protector,<hc>树精卫士</hc>的输出很低，但他抓人和团战时给力的控制也算是弥补了这点。
npc_dota_hero_treant,Treant Protector,<hc>树精卫士</hc>的<ac>活体护甲</ac>可以保护己方防御塔，并持续治疗，减慢敌人推塔的速度。
npc_dota_hero_treant,Treant Protector,有了<ic>阿哈利姆神杖</ic>后<hc>树精卫士</hc>获得<ac>丛林之眼</ac>，可以对树木灌注魔力，为他提供该地点的顺畅视野。
npc_dota_hero_ogre_magi,Ogre Magi,<hc>食人魔魔法师</hc>的<ac>嗜血术</ac>可以提升友军的移动和攻击速度，使他们打钱速度加快，团战中更是如虎添翼。
npc_dota_hero_ogre_magi,Ogre Magi,<hc>食人魔魔法师</hc>的大招<ac>多重施法</ac>使他有机会多次施放基础技能，有时可以对敌人产生毁灭性的打击。
npc_dota_hero_ogre_magi,Ogre Magi,<hc>食人魔魔法师</hc>在前期相当难击杀，因为他的血量、基础护甲和生命恢复都相当高。
npc_dota_hero_ogre_magi,Ogre Magi,很难想到<hc>食人魔魔法师</hc>的智力成长低于平均水平，而他又很依赖技能和魔法。
npc_dota_hero_undying,Undying,<hc>不朽尸王</hc>在团战中很难击杀，他的技能可以不断治疗他的队友，和他自己。
npc_dota_hero_undying,Undying,<hc>不朽尸王</hc>使用<ac>腐朽</ac>后敌人的力量会转移到自己身上，这是前期非常霸道的技能。
npc_dota_hero_undying,Undying,<hc>不朽尸王</hc>最钟爱混战，因为他的<ac>墓碑</ac>只要保护得当，僵尸大军就能碾压敌人。
npc_dota_hero_undying,Undying,<hc>不朽尸王</hc>的强势在于团战和对线期，但比赛进入观望状态或分路带线时他很快就会感到力不从心。
npc_dota_hero_rubick,Rubick,<hc>拉比克</hc>可以好好利用<ac>技能窃取</ac>获得的技能，所以在应对团战型大招时具有奇效。
npc_dota_hero_rubick,Rubick,<hc>拉比克</hc>的有点之一是他完成施法无需技能动作，所以他可以瞬间完成先手或反击。
npc_dota_hero_rubick,Rubick,<hc>拉比克</hc>的<ac>技能窃取</ac>偷取的是敌人最后施放的技能。所以<hc>拉比克</hc>需要把握好窃取的时机，否则可能会偷到一个较弱的不同技能。
npc_dota_hero_rubick,Rubick,<hc>拉比克</hc>非常脆弱，不过他可以利用队友和窃取的技能增加控制敌人的时间，弥补这样的缺点。
npc_dota_hero_rubick,Rubick,<hc>拉比克</hc>的<ac>失效力场</ac>可以开关，进攻形态可以降低敌人的魔法抗性，防守形态可以提升友军的魔法抗性。
npc_dota_hero_disruptor,Disruptor,<hc>干扰者</hc>的远距离技能<ac>恶念瞥视</ac>非常擅于抓住拥有逃生技能的英雄。
npc_dota_hero_disruptor,Disruptor,<hc>干扰者</hc>缺少硬控，不过同时使用<ac>动能力场</ac>和大招<ac>静态风暴</ac>可以把敌人困住敌人，并造成伤害和沉默。
npc_dota_hero_disruptor,Disruptor,若<hc>干扰者</hc>能做出<ic>阿哈利姆神杖</ic>，他的<ac>静态风暴</ac>还将使敌人无法使用物品。
npc_dota_hero_disruptor,Disruptor,<hc>干扰者</hc>的技能非常强大，但很难保护自己，尤其是敌人有了<ic>黑皇杖</ic>。
npc_dota_hero_nyx_assassin,Nyx Assassin,<hc>司夜刺客</hc>集伤害和控制技能于一身，他在抓人和团战方面非常强大。
npc_dota_hero_nyx_assassin,Nyx Assassin,<hc>司夜刺客</hc>可以在被攻击时开启<ac>尖刺外壳</ac>，确保敌人被眩晕，再接上原本较难命中的<ac>穿刺</ac>。
npc_dota_hero_nyx_assassin,Nyx Assassin,<hc>司夜刺客</hc>的<ac>复仇</ac>提供隐身状态，方便他搜寻敌人。破隐攻击将造成额外伤害，并且马上接<ac>穿刺</ac>还能眩晕敌人。
npc_dota_hero_nyx_assassin,Nyx Assassin,<hc>司夜刺客</hc>非常针对法师，<ac>尖刺外壳</ac>可以反弹伤害，然后轻松地将他们击杀。
npc_dota_hero_naga_siren,Naga Siren,<hc>娜迦海妖</hc>属于幻象系英雄，拥有非常实用的控制技能，后期可以变成控场类核心。
npc_dota_hero_naga_siren,Naga Siren,<hc>娜迦海妖</hc>最有名的就是她的大招<ac>海妖之歌</ac>，使敌人陷入无敌的睡眠中，她就能从从容撤退，或与队友完成技能的连招。
npc_dota_hero_naga_siren,Naga Siren,<hc>娜迦海妖</hc>被抓时只要放出<ac>海妖之歌</ac>就能从容逃脱，所以一定要充分利用沉默和眩晕技能阻止她放出技能。
npc_dota_hero_naga_siren,Naga Siren,<hc>娜迦海妖</hc>非常适合<ic>洞察烟斗</ic>和<ic>魂之灵瓮</ic>等团队装。
npc_dota_hero_keeper_of_the_light,Keeper of the Light,<hc>光之守卫</hc>可以使用<ac>冲击波</ac>对敌方小兵造成高额伤害，因此他很善于推线，也精于防守。
